row_id,content-评论内容,theme-主题,sentiment_word-情感关键词,sentiment_anls-情感正负面
5847,5sp的别买了，不够大覆盖不上屏幕,覆盖;,不够大;,-1;
5848,试用一下再评,,,
5849,一般搬啦，这个,NULL;,一般;,0;
5850,哎，只能说将就,NULL;,将就;,-1;
5851,货发错了，懒理懒理懒理。,货;,发错;,-1;
5852,不咋地，不太好使,NULL;NULL;,不太好;不咋地;,-1;-1;
5853,味道太难闻了 没用 有点小失望,味道;NULL;,难闻;失望;,-1;-1;
5854,第一次在网上买化妆品，没有想到超快、质量部错，赞一个。,NULL;NULL;NULL;,赞;没有超快;错;,1;-1;-1;
5855,很满意！货已收到。,NULL;,满意;,1;
5856,不错，很优惠不错，很优惠不错，很优惠,优惠;NULL;,不错;不错;,1;1;
5857,东西还可以<br/>凑合，<br/>经常开水后会熄火（要是冬天怎么办?）熄火这个问题厂家就一直没有解决，是产品问题就不应该销售了，，这属于欺骗消费者，本来一直挺信赖京东的，看来以后还是考虑考虑了,NULL;京东;NULL;东西;,凑合;本来信赖;欺骗;还可以;,0;-1;-1;1;
5858,式样一般般吧，比想象中差,NULL;式样;,差;一般般;,-1;0;
5859,"顺时针方向 转页卡茨卡茨会响啊, 扰民.  逆时针没这问题,懒得换了. 凑活用着.",NULL;NULL;,卡卡;响;,-1;-1;
5860,配饰可以着,配饰;,可以;,1;
5861,十分相信亚马逊，签收时没有仔细检查内部，Aupres欧珀莱 包装盒有破损，瓶体表面大量划痕和感觉十分粗糙，感觉像假货！ 致电亚马逊客服申诉，只听到重复的一句话“亚马逊保证正品，您如认为产品有假，可以到检测机构检测。”，我的天，如亚马逊真的卖的就是假货，我想消费者也只能忍气吞声了，因为咱没底啊，劳动人民对国家的检测可折腾不起啊！ 我们对产品发出疑问，即使退货，亚马逊也没有什么损失，为何非要我们去作出检测，卖价为何不能出具一个有厂家证明的小小标示！ 就像一个人被伤害了， 检察官非要这个人自己拿出证据证明一样啊！,NULL;感觉;亚马逊;感觉;NULL;NULL;亚马逊;,正品;假货;假货;粗糙;可以;没有仔细;保证;,1;-1;-1;-1;1;-1;1;
5862,很好，大品牌，质量不错。。,质量;NULL;,不错;很好;,1;1;
5863,货物没有收到，求助京东客服无果，想想不是很贵，又比较喜欢这个样式，就又买了一个，结果半个月了还没发货，虽然中间隔了一个春节，但是店家没有任何说明就不发货，唉，没见过如此傲娇的商家,样式;NULL;商家;,喜欢;不是很贵;傲娇;,1;1;0;
5864,呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵,,,
5865,不好～跟手机不贴合～周边有缝隙～,NULL;手机;,不好;不贴合;,-1;-1;
5866,宝贝收到了，味道很好，有种浓香，闻起来很香，口感也很好,味道;口感;NULL;,很好;很好;很香;,1;1;1;
5867,冷冻机还可以，雪藏或保鲜都蛮好的！,保鲜;冷冻机;,蛮好;还可以;,1;1;
5868,超级难用，味道一般，洗完头发直接梳不顺，我在想当初买这款是因为看上啥,头发;NULL;味道;,不顺;难用;一般;,-1;-1;0;
5869,包装很差  感觉跟假货一样  差评,包装;感觉;NULL;,很差;假货;差评;,-1;-1;-1;
5870,润唇膏我最喜欢的仍然是曼秀雷敦 这款的滋润度我觉得没有曼秀雷敦好，但是也有身边的朋友反映说这款比较温和,润唇膏;曼秀雷敦;反映;,喜欢;好;温和;,1;1;1;
5871,被骗了，明明选的是lush的，自己之前也买过，这个是什么东西，味道怪的要命，无法忍受的味道，产地也是广州的，真的很无语,NULL;NULL;味道;味道;,无语;被骗;要命;无法忍受;,-1;-1;-1;-1;
5872,是未拆封的正品，送了一个手机壳和支架，物流是顺丰，就是发货时间略迟，其他都好[追评],NULL;NULL;,未正品;好;,-1;1;
5873,用了几天才来评价的。很好。之前也在网上做过功课的。是现阶段最好的网络电视选择了。,NULL;网络电视;,很好;最好;,1;1;
5874,这个精华一般，还没有清痘水好用,NULL;精华;,没有好用;一般;,-1;0;
5875,电视挺好的，图像很清晰，声音效果也很好，有几种模式可选择。智能电视，从此可以省去网络电视机顶盒了。,网络电视;图像;电视;效果;,可以;清晰;挺好;很好;,1;1;1;1;
5876,一直用这款，和专柜上买的包装一样，在官网上验证了下是正品。,NULL;,正品;,1;
5877,质量查,,,
5878,纸箱包装不好，不是图片那样的,NULL;,不好;,-1;
5879,一个星期后才知道上当受骗了！不过责任我也有，愿我自己光看着好看了！用起来才发现卡的不要不要的！玩个微信给人发个信息半天发不出去。打个电话吧，通话记录也是半天显示不出来！我真是日了狗了！而且京东的价格比别的地方最起码贵了很多，以前觉得京东东西不错才在这儿消费的！吃亏上当就这一回吧！认了！！除了物流快，我找不到京东的优点了！就这吧差评！,京东;东西;用起来;物流;NULL;NULL;看着;,贵;不错;卡;快;很多;差评;好看;,-1;1;-1;1;1;-1;1;
5880,洗完觉得脸发干发紧，不适合干性皮肤用 竟然还说是均衡保温系列，有点奇怪。,皮肤;觉得;NULL;保温;,不适;干;奇怪;均衡;,-1;-1;-1;1;
5881,风扇太吵，质量太差,风扇;质量;,太吵;太差;,-1;-1;
5882,味道很大，做工也很粗糙，更可气的是下单好长时间才发货，物流还极慢，实在是无语了,味道;做工;发货;NULL;物流;,很大;粗糙;可气;无语;极慢;,1;-1;-1;-1;-1;
5883,去年买的170，今年得买175，越来越胖了,,,
5884,??????暂时还不错，看看用个一个星期咋样，总体来说刚刚滴,NULL;,不错;,1;
5885,是给老妈买的，说很大，用用在追加,NULL;,很大;,1;
5886,垃圾，过几天就冲不了电了,NULL;,垃圾;,-1;
5887,不好用，洗不干净洗衣机，而且泡沫冲洗不赶紧，滚筒洗衣机洗好几遍都有泡沫,洗;NULL;,不干净;不好用;,-1;-1;
5888,非常好，抢到好货了！,货;NULL;,好;好;,1;1;
5889,奶瓶好好看。女儿很喜欢。送货速度杠杠的,NULL;送货速度;,喜欢;杠杠的;,1;1;
5890,买完了  降价了    ,,,
5891,挺好的，还便宜，期待用后效果[追评],NULL;NULL;,便宜;挺好;,1;1;
5892,常买的、常用的、不经用。,NULL;NULL;,不经用;常用;,-1;1;
5893,打开包装，滤清器边缘有磨损的痕迹，不知道是怎么回事,,,
5894,不太符合啊！！！！！？,NULL;,不符合;,-1;
5895,还有6个月过期，不能退换,NULL;,过期;,-1;
5896,1、底盘的直径尺寸广告是28CM，实际应该是差不多50，为了这个我买之前还和厂家确认过了，厂家回复还是28.</br>2、拼装件尺寸不是很准，费了很大力气，可能是烧电焊的师傅在打瞌睡呢，我掰了一下差一点就报废了。</br>3、虽然底盘很大，但是不是很稳定，可能在加工的时候，圆不在同一个平面上面！</br>4、适合中小型的盆景，大的不好放,力气;底盘;NULL;尺寸;NULL;NULL;NULL;NULL;NULL;,很大;很大;不好;不是很准;适合;差不多;费;报废;不是很稳;,1;1;-1;-1;1;0;-1;-1;-1;
5897,货物可以说是物美价廉！！！冬季用感觉很好！皮肤不紧绷。价格也便宜。我去超市看过打折的时候也没有卓越便宜。好！好！好！,NULL;NULL;NULL;货物;感觉;价格;皮肤;NULL;,物美价廉;没有卓越;便宜;可以;很好;便宜;不紧绷;好;,1;-1;1;1;1;1;1;1;
5898,味道不错，就是不怎么耐用,NULL;味道;,不怎么耐用;不错;,-1;1;
5899,一般吧，面膜不好贴，,NULL;面膜;,一般;不好;,0;-1;
5900, 宝贝很好！正在用！[追评],宝贝;,很好;,1;
5901,商家非常的不诚信，2016.1.25下的订单隔了三天查询都没发出，六七天的时间多次与客服联系，申请办理退货，居然不能退货，理由是货已发出。等了十多天，才收到一箱。（神人，哥订的是两箱居然只发一箱过来，送货单竟然写的是两箱）再与客服沟通，还是让等待。再等了两天，再次收到一箱。但两箱出货地点竟然不一样。随货也没有发票，下单时明确注明了需要发票的。联系客服，终于在2月15日才收到了发票。对这次网购实在无语了。,网购;商家;,无语;不诚信;,-1;-1;
5902,这一政策，^_正在私我哦你不知,,,
5903,可能是由于库房在北京的原因，邮寄过来时只是普通的塑料袋包装，东西是送人的，所以未使用。打开检查了下，除了底部有轻微磨痕外，都很不错，梳齿很柔软（手测）。,底部;梳齿;NULL;邮寄;,磨痕;柔软;不错;普通;,-1;1;1;0;
5904,马马虎虎，凑合着用吧。,NULL;,马马虎虎;,0;
5905,新买的到现在还没来！物流太慢,物流;,慢;,-1;
5906,怪不得价格这平宜，还有三个月就过期，味道没超市的浓,NULL;,过期;,-1;
5907,包装粗糙，包装与我在超市购买的同品牌产品有差异，有人能给个解释吗？,包装;,粗糙;,-1;
5908,使用方便，操作简单，价格也便宜,操作;NULL;价格;,简单;使用方便;便宜;,1;1;1;
5909,QWERTY,,,
5910,能给ipad冲上电,,,
5911,手机听歌有电流声，非常不舒服。,NULL;,不舒服;,-1;
5912,挺好用的，很容易清洗,NULL;清洗;,挺好;容易;,1;1;
5913,有香但不够持久，好像是挺滋润但不够滑。。。。。。。,NULL;NULL;NULL;NULL;,滋润;不够持久;香;不够滑;,1;-1;1;-1;
5914,出风的口太小，根本不是所有口，只有图片上1/3的部分出风，而且风也不是很凉，温度真的热的时候，只能开空调。,风;,不是很凉;,1;
5915,挺滋润的 比较适合我这种干性皮肤,NULL;皮肤;,滋润;适合;,1;1;
5916,电池续航: 续航可以，快充杠杠的 运行速度: Bugme流畅度真的很棒 拍照效果: 1500机子拍照也别期待太高 显示效果: 在实体电看过，所以能接受。 总结: 挺满意的，有点后悔没加钱买高配版本。[追评],续航;版本;拍照;NULL;流畅度;NULL;快充;,可以;没高配;别太高;后悔;很棒;满意;杠杠的;,1;-1;1;-1;1;1;1;
5917,本来是想要30防晒的 50倍的感觉平时用不到,,,
5918,还凑合吧！太贵了！,NULL;,太贵;,-1;
5919,是WPK文件格式的，根本不能装安卓，感觉就像买了个功能机，建议大家不要买，网上搜教程你会吐，看不了直播,,,
5920,速度还可以，价格小贵，有好多赠品，质量没得说,质量;速度;价格;,没得说;还可以;小贵;,1;1;-1;
5921,快递太慢了，我又买了两件，四天了还没到，京东快递比以前差远了,快递;快递;,差远了;慢;,-1;-1;
5922,不错的东东！,东东;,不错;,1;
5923,贴合度也不是特别高，用一季的东西,贴合度;,不是高;,-1;
5924,护发素流出来了，包装盒里到处都是！,,,
5925,感觉价格贵,价格;,贵;,-1;
5926,为什么没有手套 摊手,,,
5927,?手机很好，外观漂亮，很轻，大小合适，反应很快，上网也好，越看越喜欢，价廉物美，性价比太高了，十分满意！！?服务好，发货速度快！?手机包装一如既往的好，时尚大方，性价比高。质量很好和描述一致，[追评]不错,服务;NULL;性价比;NULL;NULL;大小;包装;手机;性价比;发货速度;反应;描述;外观;质量;NULL;上网;NULL;NULL;,好;很轻;太高;大方;时尚;合适;好;很好;高;快;很快;一致;漂亮;很好;不错;也好;价廉物美;喜欢;,1;1;-1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
5928,发货慢，送货速度慢，广州同城发货用了2天，第三天才送货，很是气人。电视效果可以，颜色不错，画面清晰。,发货;送货速度;电视效果;NULL;颜色;画面;,慢;慢;可以;气人;不错;清晰;,-1;-1;1;-1;1;1;
5929,"洗完后感覺皮膚很干,毛孔也張大許多,油性皮膚且在夏天時偶爾用應該還行,中性及干性皮膚用不得.",皮;皮;,行;很干;,1;-1;
5930,薄,NULL;,薄;,0;
5931,买了之后开始用，挤在手里一看，好稀啊，闻起来味道也觉得比我先用的要淡。我还拿着用过的空瓶子与这瓶对比，唉，包装是差不多了。我妈用后说洗得感觉没先前那瓶好，怀疑这瓶是不是水货的？卓越这次伤我心了...,NULL;觉得;包装;瓶;NULL;,卓越;淡;差不多;好;好;,1;-1;0;1;1;
5932,"感覺就只是一般,,沒什麼特別的",NULL;,一般;,0;
5933,挺好的，拍照之后色彩很圆润[追评],NULL;色彩;,挺好;圆润;,1;1;
5934,**有划痕的&hellip;也就只能给这分了&hellip;懒得麻烦&hellip;将就用吧,NULL;NULL;NULL;,麻烦;将就;有划痕;,-1;-1;-1;
5935,发货超级慢，是网购以来遇到最慢的！整整等了十天，而且收到的货与官网提供的出入比较大！,网购;发货;,慢;慢;,-1;-1;
5936,自己在家做的，颜色有点酒红，不是想象中的黑紫色，但是效果不错，遮白发很成功，看不出色差,效果;色差;,不错;看不出;,1;-1;
5937,不满意，货都没到，骗人的假的,NULL;NULL;,不满意;假;,-1;-1;
5938,洗面奶是正品 为啥没有盖子啊 正是对亚马逊的信任才买的 可是没想到最后出现这样的情况,亚马逊;洗面奶;,信任;正品;,1;1;
5939,挺好的，蛮实用,NULL;NULL;,实用;挺好;,1;1;
5940,清洁力对我这混合偏干皮肤而言足够，舒适不紧绷，弟弟油痘皮肤用也说很好。透明状，每次都挤多，不太好把握量，泡沫丰富，洗spf30倍防晒无压力，洗50倍物化结合稍微有点膜感，修复屏障的话就和膜感好好相处吧。可以洗澡，非常舒服。超级大一瓶，用到天荒地老的感觉。cerave我一生推。,NULL;NULL;泡沫;NULL;量;清洁力;皮肤;NULL;NULL;皮肤;,透明;舒服;丰富;可以;不太好;偏干;足够;舒适;不紧绷;很好;,1;1;1;1;-1;-1;1;1;1;1;
5941,给妹妹送的开学礼，哈哈，店家服务态度很好，发货快，手机收到了是正品，送的蓝牙耳机音质不错，妹妹很喜欢?,发货;音质;NULL;服务态度;手机;,快;不错;喜欢;很好;正品;,1;1;1;1;1;
5942,用了几个月了  还不错   不喜欢拿到手就评价   ,手;NULL;,不喜欢;不错;,-1;1;
5943,我打这1分，是因为没有0分！,,,
5944,给妈妈用的，很实惠,NULL;,实惠;,1;
5945,帮同事买得。他说很好用,NULL;,很好;,1;
5946,差，掉色严重，差到极点，快递也慢。,NULL;掉色;快递;,差;严重;慢;,-1;-1;-1;
5947,下次继续购买,,,
5948,包装一般 是正品 送人的 那个包装真拿不出手 。。。,NULL;包装;,正品;一般;,1;0;
5949,这小毛巾容易甩毛，我只用来擦手,毛巾;,容易;,1;
5950,挺好的，服务态度很好，他们家非常好,NULL;NULL;服务态度;,挺好;好;很好;,1;1;1;
5951,垃圾送货过来都断成什么样子，假货，我要得灰色，玛的，给我发的棕色去死吧，我当场仍到垃圾桶里，朋友不要在这家店买东西了！,NULL;送货;,假货;垃圾;,-1;-1;
5952,不错，屏幕完美，颜值超高，一直在纠结买7P和s8，苹果三年祖传，还是高颜值充满黑科技的好,屏幕;NULL;黑科技;NULL;NULL;颜值;,完美;纠结;好;不错;高;超高;,1;-1;1;1;1;0;
5953,真心觉得不是很满意，噪音很大，剃的有点疼，真心郁闷，*块大洋不是很满意,NULL;NULL;觉得;NULL;噪音;,疼;郁闷;不是满意;不是满意;很大;,-1;-1;-1;-1;1;
5954,产品宣传严重侵害消费者，未能明确注明能耗，买回来1个月，橱柜刚装好，拆箱一看3级能耗，我天,宣传;,严重;,-1;
5955,hhhhhhhhhh,,,
5956,挺好的，高大上的选择,NULL;NULL;,高大上;挺好;,1;1;
5957,相当给力相当好[追评],NULL;,给力;,1;
5958,挺好的，就是雪景里面的房子竟然是卡通的，除此之外都很好！,NULL;NULL;,挺好;很好;,1;1;
5959,没有什么资料效果！不值,NULL;,不值;,-1;
5960,就是买错了，本来要买洗发水的买成护发素了。好多次都这样了,NULL;NULL;,错;好;,-1;1;
5961,这个价格就是这质量有点后悔,质量;,后悔;,-1;
5962,少了一大截，感觉是用过的，五十多买的这样的东西太不爽了……,东西;,不爽;,-1;
5963,质量好口感好，还会再来买的。,口感;质量;,好;好;,1;1;
5964,现在还没有用，先给个好评吧。过几天在好好评价吧,NULL;,好评;,1;
5965,挺好的，看起来也很好看，价格也很合适，不错，非常喜欢，哈哈。,价格;NULL;NULL;NULL;看起来;,合适;不错;挺好;喜欢;很好;,1;1;1;1;1;
5966,不喜欢这个牌子的东西了，不如我的美丽日记。,牌子;NULL;,不喜欢;不如美丽;,-1;-1;
5967,相当不错     老婆很喜欢   835就是给力,NULL;NULL;NULL;,不错;喜欢;给力;,1;1;1;
5968,不错，很喜欢，物流也很快，谢谢老板,NULL;NULL;物流;,不错;喜欢;很快;,1;1;1;
5969,是买给我爸的，我爸挺喜欢的，他平时就看看新闻，玩玩微信，够用了。,NULL;NULL;,够用;喜欢;,1;1;
5970,价格便宜，所以没灯配，会生锈的，各位自己考虑，我算是无所谓的了。,,,
5971,我拿到的时候被子都在外面还脏了，物流真不愿多说，我从不给差评，这是第一次,外面;NULL;,脏;从不差评;,-1;1;
5972,真恶心，电饭煲线路接触不良，把家里的线路都给烧了。,线路;NULL;,接触不良;恶心;,-1;-1;
5973,.......................................,,,
5974,东西非常完美卖家就是京东商城给力好好好。好好好好好,东西;卖家;NULL;,完美;给力;好;,1;1;1;
5975,比较容易上色，过敏体质用后稍微有些过敏，不过不严重。唯一遗憾是颜色有些深，近似黑色 ~,上色;NULL;NULL;体质;颜色;NULL;,容易;遗憾;过敏;过敏;深;不严重;,1;-1;-1;-1;-1;1;
5976,很满意，质量不错，外观也很好，,质量;外观;NULL;,不错;很好;满意;,1;1;1;
5977,不错，声音很小，用了很满意！点赞,NULL;NULL;声音;NULL;,点赞;不错;很小;满意;,1;1;1;1;
5978,说明书全是外文，一个中文字都没有!说明什么情况？因为不是京东自营的，退货麻烦，所以就给个差评吧,退货;NULL;,麻烦;差评;,-1;-1;
5979,以前买的箱装的纸质非常好，这次没货买袋装的，一样好,纸质;NULL;,好;好;,1;1;
5980,还行，还没用,NULL;,还行;,1;
5981,货送到时勺子断了，希望卖家发货时仔细检查，就更好了！,卖家发货;NULL;,仔细;更好;,1;1;
5982,才刚刚用，还没看见效果,,,
5983,给朋友买的，前面她买了个乐视1觉得挺好。所以又买个乐2 很不错 性价比高 很喜欢,觉得;NULL;NULL;性价比;,挺好;不错;喜欢;高;,1;1;1;1;
5984,一般般，，，，，，，，，，,NULL;,一般般;,0;
5985,质量太差？手感粗糙！,手感;质量;,粗糙;太差;,-1;-1;
5986,安装后有段时间自己滴滴乱响，后来自己又好了。导航目的地太少。,安装;导航;NULL;,响;太少;好;,-1;-1;1;
5987,简直是垃圾，没法用，中间鼓的厉害，真后悔。商家真鸡吧黑，垃圾质量，朋友们千万不要买了,质量;NULL;NULL;NULL;NULL;,垃圾;后悔;没法用;厉害;垃圾;,-1;-1;-1;1;-1;
5988,冷冻室太小了。,,,
5989,太小，未经苹果认证，不好用,NULL;,不好用;,-1;
5990,很好很好很好很好很好很好很好很好,NULL;,很好;,1;
5991,老品牌值得信赖，价格超低，确实值得拥有。,老品牌;NULL;NULL;价格;,值得;信赖;值得;超低;,1;1;1;0;
5992,泡沫丰富，冲水也方便，推荐,NULL;冲水;泡沫;,推荐;方便;丰富;,1;1;1;
5993,和同事的相比，色泽和气味都不一样，颜色呈白色，不像正品,NULL;,不正品;,-1;
5994,原来一直没用过，这是第一次使用，味道还不错，也有一些效果，使用后没出效果或效果不明显的小伙伴们，我猜想可能是使用次数不够吧，竟它不太可能一次就让你像扒了层皮一样白&hellip;另外，虽然我是邻近省份，但不得不说，店家发货速度超快的，还赠送了一瓶护手霜，很舒服的一次购物，会推荐给朋友的！,NULL;购物;效果;味道;发货速度;,推荐;舒服;不明显;不错;超快;,1;1;0;1;1;
5995,看起来还不错，还没装上去,看起来;,不错;,1;
5996,不错，送货安装都很到位,NULL;送货安装;,不错;到位;,1;1;
5997,***手机1个月不到送话器就坏了,手机;,坏;,-1;
5998,连接2个手机后，不能自动连接，每次都的重新设置！质量有问题，,质量;,有问题;,-1;
5999,"是买了送给姑姑的,不过看到外观时觉得还不错,不知道用起来怎么样.",觉得;,不错;,1;
6000,辣眼睛，浓浓的酒精味，再也不敢用了,,,
6001,座套整体还可以，质量也比较满意，就是头套有个开线了，还有就是头套有一点点小,整体;质量;,还可以;满意;,1;1;
6002,硬度不够，跟预料一样,,,
6003,刚收到，估计质量还可以吧！,质量;,还可以;,1;
6004,电视挺好的 清晰度还行,清晰度;电视;,还行;挺好;,1;1;
6005,卧槽。煮了个水就炸了？什么质量？能用么！！！没发票还是经销商？,NULL;,能用;,1;
6006,还行，最好用天然就好,NULL;NULL;NULL;,还行;好;最好;,1;1;1;
6007,有异味还纳闷贵！ 真心遇到啥子了  而且吹风机不大,异味;NULL;,纳闷;贵;,-1;-1;
6008,挺好的，看着挺漂亮的，还没试！,NULL;看着;,挺好;漂亮;,1;1;
6009,送货是挺快，但是打开包装，发现瓶盖上没有合格码，打开盖，发现封口只是一般的锡纸贴片，不是相宜本草的带码锡纸贴，试用时，发现味道和感觉都不是之前试用过的正品那样！严重被欺骗了，以前有人说亚马逊卖假货，我还不相信，自己这次是真的体会到了，这么大一个B2C网购平台，竟然有假货，还与什么事值得信赖的！希望大家都不要买亚马逊上相宜本草相关的产品。以免跟我一样上当受骗！好心提示。,NULL;试用;NULL;NULL;亚马逊;封口;瓶盖;送货;NULL;NULL;NULL;,假货;正品;好心;信赖;假货;一般;没有合格;挺快;欺骗;值得;严重;,-1;1;1;1;-1;0;-1;1;-1;1;-1;
6010,电视清晰度不错，送货快，价格也便宜，满意,送货;清晰度;价格;NULL;,快;不错;便宜;满意;,1;1;1;1;
6011,质量好，非常实用。,NULL;质量;,实用;好;,1;1;
6012,东西味道恶臭！！！！！！！！！！！！！！！！！！！,味道;,恶臭;,-1;
6013,用着很舒服，不会拉扯头发,用着;,舒服;,1;
6014,土太少了，物流太慢。,NULL;物流;,太少;慢;,-1;-1;
6015,很满意，物美价廉，且还质优。,NULL;NULL;,物美价廉;满意;,1;1;
6016,价格实惠，很满意。下次有需要会再买。,价格;NULL;,实惠;满意;,1;1;
6017,用了过敏，所以不喜欢。我的脸面用魔法面膜过敏，好多化妆品都过敏。不过精华量的确好多，我的B.F也一起用都还有好多。只是过敏就只用过一次，就把它忘兜里了。,化妆品;NULL;NULL;面膜;,过敏;不喜欢;过敏;过敏;,-1;-1;-1;-1;
6018,是r22 不错。可以 记得排空气3一下！[追评],NULL;NULL;,不错;可以;,1;1;
6019,味道比较怪，用来洗身上的防晒霜了。,,,
6020,很满意，不错的电视，是正品，售后保障都挺全的。满意！[追评],电视;NULL;NULL;,不错;正品;满意;,1;1;1;
6021,来的时侯这个包装坏了，洗发水漏出去不少，虽然看得出也是包了好几层，也有可能是在物流的过程中受到挤压所致，但到底心里有些不舒服，，与商品质量无关的给了个4分。这个牌子已经用了有7、8年了，对头发也很好，现在养得也不错，一直在用，还推荐给身边的人使用。,包装;洗发水;使用;心里;NULL;头发;,坏;不少;推荐;不舒服;不错;很好;,-1;1;1;-1;1;1;
6022,挺好的，客服也不错,NULL;客服;,挺好;不错;,1;1;
6023,包装盒被拆开，封口也打开了，液体只剩了一半。对肤色没有一点修正作用，顶多是个防晒霜,,,
6024,我想问一下卖家你送的礼品呢？,,,
6025,垃圾，收到的壳有卷曲，没法使用，联系卖家，开始说可以退，或者反钱，后来就不理我了，垃圾,NULL;NULL;NULL;,可以;不理;垃圾;,1;-1;-1;
6026,这毛巾太特么薄。。其他不用说大家也能猜到,毛巾;NULL;,薄;不用说;,0;1;
6027,不太实用,NULL;,不实用;,-1;
6028,几百块的手机也就这样了，不需要多好，那些觉得这不好那不好的，有本事去买七八千的呀，跟个七八百的较什么劲。,NULL;觉得;,不好;不不好;,-1;1;
6029,电池续航: 续航比我以前用的G4好多了 拍照效果: 拍照吊炸天 运行速度: 玩阴阳师不卡很流畅，偶尔系统会有卡顿 显示效果: 用了一段时间差点忘记评价了，很棒屏幕 总结: 不错不错，可以可以！[追评],屏幕;拍照;系统;NULL;NULL;NULL;NULL;,很棒;吊炸天;卡顿;流畅;不错;可以;不卡;,1;1;-1;1;1;1;1;
6030,不好使 不好使粘不上沾不上,NULL;,不好;,-1;
6031,补发的东西居然9天还没到，我也不知道是不是嫌购买得少，不被重视。这样的服务态度，自己想吧,,,
6032,衣服还不错！！！,衣服;,不错;,1;
6033,吃了好长时间了，不错，整个人都精神了,NULL;NULL;,不错;精神;,1;1;
6034,还算可以，均码的都有点点宽，总的来说还可以吧。,NULL;总的来说;,可以;还可以;,1;1;
6035,居然没有电源线，差评。。。。。。。。。。。。。。。。。。。。。,NULL;,差评;,-1;
6036,不错很好用,NULL;NULL;,不错;很好;,1;1;
6037,有色差，墙壁上 颜色稍深。,颜色;,深;,-1;
6038,#双2.5D弧面玻璃！6G大内存！前后双摄！#手机超级赞，外观很漂亮，运行流畅，给力的配置，呆萌的价格！没毛病！,外观;运行;配置;手机;,漂亮;流畅;给力;赞;,1;1;1;1;
6039,考虑破哦我摸,NULL;,破;,-1;
6040,物流时间太久了。,时间;,太久;,-1;
6041,制冷效果有点差，希望改进。物流还算可以。,制冷效果;物流;,差;可以;,-1;1;
6042,有点油，凉凉的，还蛮香的。不错~,NULL;NULL;NULL;NULL;,有点油;凉凉的;不错;蛮香;,-1;1;1;1;
6043,1月3号下单，7号收到货，15号电高压锅不能煮饭，使用不到三次，坏的锅子还要自己亲自送到维修点进行售后。,售后;,坏;,-1;
6044,本次购物有点风波，不大满意，东西送过来外包装以及里面的防护罩坏了，组装完毕后，启动，有发现有异响，打电话给客服，还不好处理，最后自己找原因，发现是发动机的风扇叶与上面卡的东西干涉了，所以发出异响，告知客服，客服让我自己拆开调整，拆开后发现，并不是干涉了，而是风扇叶被撞击后损坏变形，与卡的东西产生磨擦，导致异响，总之，对于售后服务特别不满意，本来想退货，但考虑是大件物品，就没有退，我替商家考虑，商家一点都不替客户考虑,风扇叶;售后服务;NULL;损坏;防护罩;处理;东西;,卡;不满意;不大满意;变形;坏;不好;卡;,-1;-1;-1;-1;-1;-1;-1;
6045,你们用了头皮会痒吗？我用过之后，洗完头发第二天头皮会痒，所以打算换了。,头皮;,痒;,-1;
6046,不错一直用这个牌子的洗发露。,牌子;,不错;,1;
6047,东西收到了，看着还挺好的，呵呵就是我的两个手机不能用。,看着;,挺好;,1;
6048,精油不错哦，可惜充满惊喜地拆开调配瓶的包装，发现里面是坏的…顿时就不好了…能退换吗？,NULL;NULL;精油;瓶;NULL;,不好;坏;不错;惊喜;可惜;,-1;-1;1;1;-1;
6049,专车专用，很漂亮,NULL;,漂亮;,1;
6050,还行吧！&hellip;&hellip;！&hellip;&hellip;！,NULL;,还行;,1;
6051,物流真特么慢呐，受不鸟！！东西还行吧，装着合适，手感可以,东西;NULL;物流;手感;,还行;合适;慢;可以;,1;1;-1;1;
6052,不错，是正品，很好用，值得拥有。,NULL;NULL;NULL;NULL;,正品;不错;很好;值得;,1;1;1;1;
6053,第一次在大电商上买到不满的产品。服务、货运都没有问题。为什么？我当时看到是特价19块，所以果断买了。我原来那瓶快用完了，就在上周开这瓶：挤出来比较稀（相比原来使用的）。涂上后，气味很怪，有塑胶的味道。,货运;电商;瓶;,没有问题;不满;快;,1;-1;1;
6054,买了2支，但是有1支就打印了2张纸就没墨了，另一只还不错。,NULL;,不错;,1;
6055,暂时还没发现缺点哦！,,,
6056,渣渣邮政渣渣快递！18号到25号东西才到！！！！！等那么久还不止，东西好不好不说，今天一早接到渣渣邮政快递员打2次电话过来，还被凶！！！！！买东西还得受气！！！！气的我差点问候他全家！！！忍住很不爽的直接对他说句，你那么凶干嘛！！！然后还死活不送进村，催我快快点出去路口拿！！！去到他妹的还得要我等他几分钟才到！！！！第一在京东买东西那么慢还受气！！！,NULL;NULL;NULL;邮政;NULL;东西;,不爽;渣渣;快;渣渣;久;慢;,-1;-1;1;-1;0;-1;
6057,还不错速度挺快的,速度;NULL;,挺快;不错;,1;1;
6058,京东自营的东西也不能完全相信，加大加小的按键都按不到！,,,
6059,~~~~~,,,
6060,才使用了2天，清晰度可以，但外壳的质量有点担忧,清晰度;,可以;,1;
6061,不怎么样，服务不到位,NULL;,不怎么样;,-1;
6062,挺好的，还实惠,NULL;NULL;,实惠;挺好;,1;1;
6063,很满意，朋友家装修叫帮买的，朋友很满意！,NULL;,满意;,1;
